gender,age_group,citizenship,parental_education,region,has_computer_at_home,school_track,academic_performance,residence_zone,language_home,repeated_years,absences_last_year,age,foreign_background,dropout
Female,18-24,Italy,ISCED_0_2,North,Yes,General,Low,Urban,Italian,0,7,18,No,No
Female,14-17,Italy,ISCED_5_6,Center,Yes,Vocational,Low,Urban,Italian,0,6,14,Yes,No
Male,18-24,Italy,ISCED_0_2,North,Yes,Vocational,Medium,Rural,Italian,1,10,22,Yes,Yes
Female,14-17,Italy,ISCED_3_4,North,Yes,General,High,Urban,Italian,1,2,14,No,No
Female,18-24,Italy,ISCED_5_6,Center,Yes,Technical,Low,Urban,Italian,2,5,19,No,No
Male,18-24,Italy,ISCED_0_2,South,Yes,General,Low,Urban,Italian,0,8,23,No,No
Male,18-24,Italy,ISCED_0_2,North,Yes,Technical,Medium,Rural,Italian,2,5,20,Yes,No
Female,18-24,Italy,ISCED_3_4,South,Yes,Technical,Low,Urban,Italian,1,5,18,No,No
Female,14-17,Italy,ISCED_3_4,South,Yes,General,High,Urban,Italian,0,8,17,No,No
Female,18-24,Italy,ISCED_3_4,South,Yes,Technical,Medium,Urban,Other,0,8,19,No,No
Female,18-24,Italy,ISCED_5_6,South,Yes,General,High,Rural,Italian,0,6,21,No,No
Female,18-24,Italy,ISCED_0_2,North,Yes,Technical,Medium,Urban,Other,0,3,19,No,No
Female,18-24,Italy,ISCED_3_4,North,No,Technical,Medium,Urban,Italian,0,7,21,No,No
Female,18-24,Albania,ISCED_3_4,South,Yes,General,Medium,Urban,Italian,0,8,21,Yes,No
Female,14-17,Italy,ISCED_0_2,Center,Yes,Vocational,Medium,Urban,Italian,1,7,14,No,No
Male,14-17,Albania,ISCED_3_4,Center,Yes,Technical,Medium,Urban,Italian,0,10,15,Yes,No
Male,18-24,Italy,ISCED_3_4,South,Yes,General,Low,Urban,Italian,0,13,20,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,General,Medium,Urban,Italian,1,9,21,No,No
Female,18-24,Italy,ISCED_0_2,South,Yes,Vocational,Medium,Rural,Italian,0,5,24,No,No
Female,18-24,Italy,ISCED_3_4,South,Yes,Vocational,High,Rural,Italian,2,5,22,No,No
Female,18-24,Italy,ISCED_3_4,South,Yes,General,Medium,Urban,Italian,0,6,20,No,No
Male,14-17,Italy,ISCED_5_6,North,No,General,Medium,Rural,Italian,2,14,17,No,No
Male,18-24,Italy,ISCED_0_2,South,Yes,General,Low,Urban,Italian,0,10,19,No,No
Male,14-17,Italy,ISCED_3_4,North,Yes,Technical,Medium,Rural,Italian,0,9,16,No,No
Male,18-24,Italy,ISCED_3_4,North,No,General,Medium,Urban,Italian,0,9,19,No,No
Female,18-24,Italy,ISCED_5_6,South,Yes,General,High,Urban,Italian,1,3,21,No,No
Male,18-24,Italy,ISCED_3_4,North,Yes,Technical,High,Rural,Italian,1,4,18,No,No
Male,14-17,Italy,ISCED_3_4,North,Yes,Technical,Low,Rural,Other,0,8,14,No,No
Female,18-24,Italy,ISCED_5_6,North,Yes,General,High,Urban,Italian,2,11,23,No,No
Male,18-24,Morocco,ISCED_5_6,South,No,Technical,Low,Urban,Italian,0,10,23,Yes,No
Male,18-24,Italy,ISCED_3_4,Center,No,Technical,Medium,Urban,Italian,0,6,21,No,No
Female,14-17,Romania,ISCED_3_4,South,Yes,General,Medium,Urban,Italian,1,10,16,Yes,Yes
Male,18-24,Italy,ISCED_5_6,North,Yes,General,Low,Urban,Italian,0,13,19,No,Yes
Female,18-24,Italy,ISCED_5_6,South,Yes,Vocational,Medium,Urban,Italian,0,7,18,No,No
Female,14-17,Italy,ISCED_5_6,South,Yes,General,Low,Rural,Italian,2,13,17,No,No
Female,14-17,Italy,ISCED_3_4,North,Yes,Technical,Low,Urban,Italian,2,5,15,No,No
Male,14-17,Other Non-EU,ISCED_0_2,Center,Yes,Vocational,Medium,Urban,Italian,2,10,17,Yes,No
Female,18-24,Italy,ISCED_3_4,North,No,General,Medium,Urban,Italian,2,11,20,No,No
Male,18-24,Italy,ISCED_5_6,South,No,General,High,Urban,Italian,0,12,24,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,Technical,Medium,Urban,Italian,1,11,19,No,Yes
Male,14-17,Italy,ISCED_3_4,South,Yes,Vocational,Medium,Urban,Italian,0,9,17,No,No
Female,18-24,Romania,ISCED_5_6,North,Yes,Vocational,Medium,Rural,Italian,2,6,20,Yes,Yes
Male,18-24,Italy,ISCED_3_4,South,Yes,Technical,Low,Rural,Italian,0,5,24,No,No
Male,18-24,Italy,ISCED_5_6,South,Yes,General,Low,Urban,Italian,0,10,18,No,No
Female,18-24,Italy,ISCED_3_4,South,Yes,Technical,Medium,Urban,Other,0,7,19,No,No
Male,14-17,Italy,ISCED_3_4,South,Yes,Technical,Medium,Urban,Italian,0,5,14,No,No
Male,18-24,Italy,ISCED_3_4,North,Yes,Technical,Medium,Rural,Italian,0,9,18,No,No
Male,18-24,Italy,ISCED_5_6,North,Yes,General,Medium,Rural,Italian,1,10,20,No,Yes
Male,18-24,Italy,ISCED_0_2,South,No,General,Medium,Urban,Italian,1,9,21,No,No
Male,18-24,Italy,ISCED_0_2,South,Yes,Vocational,Low,Urban,Italian,0,5,22,No,No
Male,18-24,Italy,ISCED_5_6,Center,Yes,Technical,Low,Rural,Italian,1,10,23,No,No
Female,18-24,Italy,ISCED_0_2,North,Yes,General,High,Urban,Italian,0,6,19,No,No
Male,14-17,Italy,ISCED_3_4,Center,Yes,General,Medium,Urban,Italian,0,12,17,No,No
Male,14-17,Italy,ISCED_3_4,North,No,Vocational,High,Rural,Italian,0,4,15,No,No
Female,18-24,Italy,ISCED_3_4,Center,Yes,Technical,Low,Urban,Italian,1,9,18,Yes,No
Male,18-24,Italy,ISCED_3_4,South,Yes,General,High,Urban,Italian,1,7,19,No,Yes
Female,14-17,Italy,ISCED_0_2,South,Yes,General,Low,Urban,Italian,0,3,15,No,No
Male,14-17,Italy,ISCED_3_4,North,Yes,General,Low,Urban,Italian,0,10,14,No,No
Male,14-17,Italy,ISCED_3_4,Center,Yes,Vocational,High,Urban,Italian,0,5,14,No,No
Male,18-24,Italy,ISCED_3_4,North,Yes,Technical,Low,Urban,Italian,0,6,22,No,No
Male,14-17,Italy,ISCED_0_2,North,Yes,Technical,Medium,Urban,Italian,0,9,14,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,Technical,Low,Urban,Italian,0,4,21,Yes,No
Male,14-17,Italy,ISCED_0_2,South,Yes,General,Medium,Rural,Italian,0,8,17,No,No
Male,18-24,Italy,ISCED_3_4,North,Yes,Vocational,High,Urban,Italian,2,12,20,No,No
Male,14-17,Italy,ISCED_0_2,South,Yes,Technical,Medium,Urban,Italian,0,12,14,No,No
Male,18-24,Italy,ISCED_0_2,South,Yes,General,Medium,Urban,Italian,0,12,18,Yes,Yes
Male,14-17,Italy,ISCED_5_6,South,Yes,General,Low,Urban,Italian,0,9,17,No,No
Male,18-24,Italy,ISCED_3_4,North,No,Technical,Medium,Urban,Italian,1,4,19,No,Yes
Male,14-17,Italy,ISCED_5_6,South,Yes,Vocational,Medium,Urban,Italian,1,9,15,No,No
Female,18-24,Italy,ISCED_5_6,North,Yes,General,Low,Rural,Italian,1,5,22,No,No
Male,18-24,Italy,ISCED_3_4,North,Yes,Vocational,Medium,Urban,Italian,0,6,18,No,No
Female,18-24,Italy,ISCED_0_2,North,Yes,Vocational,Low,Rural,Italian,1,7,21,No,Yes
Female,18-24,Italy,ISCED_3_4,Center,Yes,General,High,Rural,Other,0,6,18,No,No
Male,18-24,Italy,ISCED_5_6,North,Yes,General,Medium,Urban,Italian,0,5,23,No,No
Female,18-24,Italy,ISCED_3_4,North,Yes,General,Low,Urban,Other,0,9,23,No,No
Female,18-24,Italy,ISCED_0_2,North,Yes,Technical,Medium,Rural,Other,0,10,18,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,General,Medium,Rural,Italian,2,11,21,No,No
Male,18-24,Italy,ISCED_5_6,South,Yes,General,Medium,Urban,Other,1,8,23,No,No
Female,18-24,Italy,ISCED_5_6,North,Yes,Technical,High,Urban,Italian,0,8,21,No,No
Female,18-24,Italy,ISCED_0_2,South,Yes,Technical,Medium,Urban,Italian,0,10,19,Yes,No
Male,18-24,Italy,ISCED_3_4,South,Yes,General,High,Rural,Italian,0,13,22,No,Yes
Male,14-17,Romania,ISCED_0_2,South,No,Technical,Medium,Urban,Italian,0,11,15,Yes,Yes
Male,18-24,Italy,ISCED_0_2,North,Yes,Technical,Low,Urban,Italian,0,7,18,No,No
Male,18-24,Romania,ISCED_5_6,South,Yes,Technical,Medium,Rural,Italian,2,9,20,Yes,No
Female,14-17,Italy,ISCED_0_2,South,Yes,Vocational,Medium,Urban,Italian,2,8,16,No,No
Male,18-24,China,ISCED_3_4,South,Yes,General,Medium,Urban,Italian,0,6,24,Yes,Yes
Male,14-17,Italy,ISCED_0_2,North,Yes,Vocational,High,Urban,Italian,1,11,15,No,No
Female,18-24,Italy,ISCED_5_6,Center,Yes,Technical,Medium,Rural,Other,0,7,20,No,No
Male,14-17,Italy,ISCED_5_6,South,Yes,Technical,High,Urban,Italian,0,9,15,No,No
Male,18-24,Italy,ISCED_3_4,Center,Yes,Technical,Medium,Urban,Italian,0,6,22,No,No
Female,18-24,Italy,ISCED_5_6,North,Yes,Technical,Medium,Urban,Italian,0,5,24,Yes,No
Female,18-24,Italy,ISCED_0_2,North,Yes,General,Medium,Urban,Italian,1,11,19,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,Technical,Medium,Urban,Italian,0,6,21,No,No
Female,18-24,Italy,ISCED_3_4,South,Yes,Technical,High,Urban,Italian,0,10,21,No,No
Male,18-24,Italy,ISCED_0_2,North,Yes,Technical,Medium,Urban,Italian,0,8,24,No,No
Male,14-17,Italy,ISCED_3_4,South,Yes,General,Low,Rural,Italian,2,13,17,No,No
Female,18-24,China,ISCED_5_6,North,Yes,Vocational,Medium,Rural,Other,0,9,21,Yes,Yes
Male,14-17,Italy,ISCED_0_2,South,Yes,Technical,Medium,Urban,Italian,1,5,15,No,No
Male,18-24,Albania,ISCED_3_4,South,Yes,General,Low,Urban,Italian,1,14,21,Yes,No
Male,18-24,Italy,ISCED_0_2,South,Yes,Technical,Low,Urban,Italian,0,11,21,No,Yes
Male,18-24,Italy,ISCED_0_2,South,Yes,Vocational,Medium,Rural,Italian,0,7,21,No,Yes
Male,18-24,Italy,ISCED_5_6,North,Yes,Vocational,Medium,Urban,Italian,1,14,21,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,Technical,Medium,Urban,Italian,0,11,23,No,No
Male,18-24,Italy,ISCED_3_4,North,Yes,Vocational,Low,Urban,Italian,2,3,21,No,No
Male,14-17,Italy,ISCED_5_6,South,Yes,General,Low,Urban,Italian,0,16,17,No,No
Female,18-24,Italy,ISCED_0_2,South,Yes,Technical,Medium,Urban,Italian,0,6,22,No,No
Female,14-17,Albania,ISCED_3_4,South,Yes,Vocational,Medium,Urban,Italian,1,4,17,Yes,No
Female,18-24,Italy,ISCED_3_4,North,Yes,Vocational,Low,Urban,Italian,1,7,23,No,No
Female,18-24,Italy,ISCED_3_4,South,Yes,Technical,Medium,Urban,Italian,2,13,21,No,No
Male,18-24,Italy,ISCED_5_6,North,Yes,Vocational,Medium,Urban,Italian,0,7,19,No,No
Male,14-17,Italy,ISCED_5_6,North,Yes,General,Low,Urban,Italian,2,9,16,No,Yes
Female,18-24,Italy,ISCED_3_4,South,Yes,Vocational,Low,Urban,Italian,1,8,22,No,No
Female,14-17,Italy,ISCED_5_6,Center,Yes,General,Low,Urban,Italian,1,11,15,No,No
Female,18-24,Italy,ISCED_0_2,South,Yes,General,High,Urban,Italian,0,5,20,No,Yes
Male,14-17,Italy,ISCED_0_2,North,Yes,General,Medium,Urban,Italian,0,7,14,No,No
Male,18-24,Italy,ISCED_0_2,North,Yes,Technical,Medium,Urban,Italian,2,6,23,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,General,Medium,Urban,Other,0,9,24,No,No
Male,18-24,Italy,ISCED_3_4,Center,Yes,General,Medium,Urban,Italian,0,8,22,No,No
Female,18-24,Italy,ISCED_3_4,North,No,General,Medium,Urban,Italian,0,5,21,No,No
Female,18-24,Italy,ISCED_5_6,South,Yes,General,Medium,Rural,Italian,0,7,22,No,No
Male,18-24,Italy,ISCED_3_4,Center,Yes,Technical,Low,Urban,Italian,0,6,18,No,No
Female,18-24,Romania,ISCED_3_4,South,Yes,Technical,Medium,Urban,Italian,0,11,18,Yes,No
Female,18-24,Italy,ISCED_0_2,Center,Yes,General,Medium,Urban,Italian,1,12,23,No,No
Male,18-24,Italy,ISCED_0_2,South,Yes,Technical,Medium,Urban,Italian,0,10,21,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,Vocational,Medium,Urban,Italian,0,7,21,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,Vocational,Low,Urban,Italian,0,12,19,No,Yes
Male,14-17,Italy,ISCED_5_6,North,Yes,General,Medium,Urban,Italian,0,10,14,No,No
Male,18-24,Italy,ISCED_0_2,South,Yes,Technical,Medium,Urban,Italian,0,7,21,No,No
Male,14-17,Italy,ISCED_0_2,South,Yes,General,High,Urban,Italian,1,11,14,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,General,Medium,Rural,Italian,0,10,19,No,No
Male,18-24,Italy,ISCED_0_2,North,Yes,General,Medium,Rural,Italian,2,4,20,No,No
Female,18-24,Italy,ISCED_0_2,South,Yes,Vocational,Medium,Urban,Italian,0,6,18,No,No
Male,18-24,Italy,ISCED_5_6,South,Yes,General,High,Urban,Italian,0,12,19,No,No
Female,18-24,Italy,ISCED_0_2,North,Yes,General,Medium,Urban,Italian,0,8,19,No,No
Male,18-24,Romania,ISCED_3_4,Center,No,General,Medium,Urban,Italian,0,14,24,Yes,Yes
Female,18-24,Italy,ISCED_3_4,South,Yes,Vocational,Medium,Urban,Italian,1,6,19,No,No
Male,14-17,Italy,ISCED_0_2,North,Yes,Technical,Medium,Urban,Other,1,13,14,Yes,No
Male,18-24,Italy,ISCED_3_4,South,Yes,General,High,Urban,Italian,0,7,23,No,No
Female,14-17,Italy,ISCED_5_6,South,Yes,Technical,Low,Urban,Italian,0,15,17,Yes,No
Female,18-24,Italy,ISCED_3_4,South,Yes,Technical,Low,Urban,Italian,0,12,18,No,No
Female,18-24,Italy,ISCED_5_6,North,Yes,Technical,High,Urban,Italian,0,15,23,No,No
Male,18-24,Italy,ISCED_0_2,North,Yes,General,Medium,Rural,Italian,2,2,22,Yes,No
Male,18-24,Italy,ISCED_5_6,South,No,Vocational,Medium,Urban,Italian,0,10,18,No,No
Female,18-24,Italy,ISCED_0_2,North,Yes,General,Medium,Urban,Italian,1,3,23,No,No
Female,14-17,Italy,ISCED_3_4,South,Yes,Technical,Low,Urban,Italian,0,6,14,Yes,Yes
Female,18-24,Italy,ISCED_3_4,North,Yes,General,Medium,Urban,Italian,0,7,21,Yes,No
Female,18-24,Italy,ISCED_5_6,North,Yes,General,Medium,Urban,Italian,0,9,19,No,No
Male,18-24,Italy,ISCED_3_4,North,No,General,Medium,Urban,Italian,0,5,23,No,No
Female,18-24,Italy,ISCED_0_2,Center,Yes,Technical,Medium,Urban,Italian,1,10,23,No,No
Male,18-24,Italy,ISCED_0_2,South,Yes,General,High,Urban,Italian,0,10,18,No,No
Male,14-17,Italy,ISCED_5_6,North,Yes,Vocational,Low,Urban,Other,1,7,15,No,No
Male,18-24,Italy,ISCED_3_4,North,Yes,General,High,Urban,Italian,0,10,24,No,No
Male,18-24,Italy,ISCED_5_6,North,Yes,Technical,Low,Urban,Italian,2,10,21,Yes,No
Male,14-17,Italy,ISCED_0_2,Center,Yes,Vocational,Medium,Urban,Italian,0,7,17,No,No
Male,18-24,China,ISCED_3_4,Center,Yes,Technical,High,Urban,Italian,1,11,18,Yes,No
Female,14-17,Italy,ISCED_0_2,South,Yes,Technical,Medium,Urban,Italian,1,10,16,No,No
Male,14-17,Italy,ISCED_5_6,Center,Yes,Technical,Medium,Rural,Italian,2,4,16,No,No
Female,14-17,Italy,ISCED_3_4,Center,Yes,General,Medium,Urban,Italian,0,12,16,No,No
Male,18-24,Italy,ISCED_5_6,North,No,Vocational,Medium,Urban,Italian,1,7,21,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,General,Low,Urban,Italian,0,6,20,No,No
Female,18-24,Italy,ISCED_3_4,North,Yes,Technical,High,Rural,Italian,0,5,23,No,No
Male,18-24,Other Non-EU,ISCED_3_4,North,Yes,Technical,Medium,Rural,Italian,0,10,24,Yes,No
Male,18-24,Italy,ISCED_3_4,South,Yes,General,Medium,Urban,Italian,0,9,18,No,No
Male,18-24,Italy,ISCED_5_6,Center,Yes,General,Medium,Urban,Italian,2,8,24,No,Yes
Male,18-24,Italy,ISCED_5_6,Center,No,Technical,Low,Urban,Italian,0,11,24,No,No
Female,14-17,Italy,ISCED_5_6,Center,Yes,Vocational,Low,Urban,Italian,0,13,16,No,Yes
Male,18-24,Italy,ISCED_5_6,South,No,Vocational,Medium,Urban,Italian,0,9,23,No,No
Female,14-17,Italy,ISCED_3_4,North,Yes,Technical,Medium,Urban,Italian,0,5,16,No,No
Male,18-24,Italy,ISCED_3_4,South,Yes,Technical,Medium,Urban,Italian,0,10,24,No,No
Female,18-24,Italy,ISCED_5_6,South,No,Vocational,High,Urban,Italian,0,7,24,Yes,No
Female,14-17,Italy,ISCED_0_2,Center,Yes,General,Low,Rural,Italian,0,9,14,No,No
Female,14-17,Italy,ISCED_5_6,Center,No,General,Medium,Urban,Other,0,5,17,No,No
Male,18-24,Italy,ISCED_5_6,North,Yes,Technical,Low,Urban,Italian,2,8,23,No,No
Male,18-24,Italy,ISCED_3_4,South,No,Vocational,Medium,Urban,Italian,1,5,21,Yes,No
Male,14-17,Italy,ISCED_5_6,Center,Yes,Vocational,Low,Rural,Italian,2,7,15,No,No
Female,18-24,Italy,ISCED_3_4,North,Yes,Technical,High,Rural,Italian,0,6,23,Yes,No
Female,14-17,Italy,ISCED_3_4,Center,Yes,General,Low,Urban,Italian,0,11,14,No,No
Female,18-24,Other Non-EU,ISCED_0_2,South,Yes,Technical,High,Urban,Italian,0,8,20,Yes,No
Male,18-24,Italy,ISCED_3_4,Center,Yes,General,Medium,Rural,Italian,0,9,22,No,No
Female,14-17,Italy,ISCED_3_4,South,Yes,General,High,Urban,Italian,0,11,17,No,No
Female,14-17,Romania,ISCED_3_4,North,Yes,Vocational,Medium,Urban,Italian,0,13,15,Yes,No
Male,14-17,Italy,ISCED_5_6,North,Yes,General,High,Rural,Italian,0,14,17,No,No
Male,18-24,Italy,ISCED_5_6,North,Yes,Vocational,Low,Urban,Italian,0,11,23,No,No
Female,14-17,Italy,ISCED_0_2,Center,Yes,Technical,Medium,Urban,Italian,1,12,17,No,No
Female,18-24,Italy,ISCED_3_4,North,Yes,Technical,High,Rural,Italian,0,5,19,No,No
Female,14-17,Italy,ISCED_5_6,North,Yes,General,Low,Urban,Other,0,9,14,No,No
Male,18-24,Italy,ISCED_0_2,South,Yes,General,Low,Urban,Italian,0,8,23,No,No
Female,18-24,Italy,ISCED_0_2,South,Yes,General,Medium,Urban,Italian,0,4,20,No,No
Male,18-24,Italy,ISCED_0_2,South,Yes,Vocational,High,Urban,Italian,0,7,18,No,No
Male,18-24,Italy,ISCED_3_4,North,No,Vocational,Medium,Urban,Italian,0,5,24,No,No
Male,18-24,Italy,ISCED_0_2,North,Yes,Technical,Medium,Urban,Italian,0,15,21,No,No
Female,18-24,Italy,ISCED_5_6,North,Yes,General,Low,Urban,Italian,1,8,19,No,No
Female,18-24,Italy,ISCED_3_4,South,Yes,Vocational,Low,Urban,Italian,1,8,23,No,No
Female,18-24,Albania,ISCED_3_4,South,Yes,General,High,Urban,Italian,0,10,22,Yes,No
Male,14-17,Albania,ISCED_0_2,Center,Yes,General,Low,Urban,Italian,0,7,16,Yes,No
Female,18-24,Italy,ISCED_3_4,North,Yes,Technical,Medium,Rural,Italian,0,9,22,No,No
Male,18-24,Other Non-EU,ISCED_3_4,Center,Yes,Vocational,High,Urban,Italian,1,10,20,Yes,No
Female,14-17,Italy,ISCED_5_6,North,Yes,General,Low,Urban,Italian,0,11,15,No,No
Male,18-24,China,ISCED_5_6,North,Yes,General,Medium,Urban,Italian,0,3,18,Yes,No
Male,18-24,Italy,ISCED_3_4,South,Yes,Vocational,Low,Urban,Italian,0,10,18,Yes,Yes
Male,18-24,Italy,ISCED_5_6,South,No,General,Medium,Urban,Italian,0,9,24,No,No
Male,18-24,Italy,ISCED_5_6,North,Yes,General,Low,Urban,Italian,1,8,19,No,No
Female,18-24,Italy,ISCED_5_6,North,Yes,Technical,Medium,Urban,Other,0,4,19,No,No
Male,14-17,Italy,ISCED_0_2,South,No,Vocational,Medium,Urban,Italian,0,8,16,No,No
Male,18-24,Italy,ISCED_0_2,North,Yes,Technical,Medium,Urban,Italian,0,8,20,No,No
Female,18-24,Italy,ISCED_0_2,North,Yes,Vocational,Medium,Urban,Italian,0,4,20,No,No
Male,14-17,Italy,ISCED_3_4,North,Yes,Technical,Low,Urban,Italian,1,8,17,Yes,No
Female,14-17,Italy,ISCED_3_4,North,No,General,Medium,Urban,Italian,1,5,16,No,No
Female,18-24,Italy,ISCED_3_4,North,No,Vocational,Medium,Urban,Italian,0,5,24,No,No
Female,14-17,Italy,ISCED_5_6,South,Yes,Technical,Medium,Urban,Other,0,8,17,No,No
Male,18-24,Italy,ISCED_5_6,North,Yes,General,Low,Urban,Italian,0,10,23,No,No
Female,14-17,Italy,ISCED_5_6,Center,Yes,Technical,Medium,Urban,Italian,0,5,15,No,No
Female,14-17,Italy,ISCED_3_4,South,Yes,General,Low,Urban,Italian,0,9,14,No,Yes
Male,14-17,Italy,ISCED_3_4,Center,Yes,General,Medium,Urban,Italian,0,6,15,No,No
Male,18-24,Morocco,ISCED_3_4,South,No,General,Low,Rural,Italian,0,8,24,Yes,Yes
Female,18-24,Italy,ISCED_0_2,South,Yes,Technical,Medium,Rural,Italian,0,12,19,No,No
Female,18-24,Italy,ISCED_0_2,North,Yes,Vocational,Low,Urban,Italian,0,10,21,No,No
Female,18-24,Romania,ISCED_3_4,South,Yes,Technical,High,Urban,Other,1,4,19,Yes,No
Female,14-17,Italy,ISCED_3_4,Center,Yes,Vocational,High,Urban,Italian,0,10,15,No,No
Female,18-24,Italy,ISCED_5_6,South,Yes,General,Low,Urban,Italian,1,12,22,No,No
Male,18-24,Italy,ISCED_0_2,Center,Yes,General,Medium,Urban,Other,0,6,22,Yes,Yes
Male,18-24,Italy,ISCED_5_6,South,No,General,Low,Urban,Italian,0,8,24,Yes,No
Male,14-17,Italy,ISCED_3_4,South,No,General,Medium,Urban,Other,1,4,17,No,No
Female,18-24,Italy,ISCED_3_4,North,Yes,General,Medium,Rural,Other,0,10,20,No,Yes
Male,14-17,Italy,ISCED_3_4,Center,Yes,Vocational,Medium,Urban,Other,1,8,17,No,No
Female,18-24,Albania,ISCED_3_4,South,Yes,Vocational,Medium,Rural,Italian,0,12,21,Yes,No
Female,18-24,Italy,ISCED_3_4,South,Yes,Vocational,Low,Rural,Italian,0,9,18,No,No
Female,18-24,Italy,ISCED_3_4,North,Yes,General,Medium,Urban,Italian,0,4,23,No,No
Male,18-24,Italy,ISCED_0_2,South,Yes,Vocational,Low,Urban,Other,0,7,19,No,No
Female,18-24,Italy,ISCED_0_2,North,No,General,Medium,Urban,Italian,0,6,18,No,Yes
Male,18-24,Italy,ISCED_3_4,North,Yes,General,Medium,Urban,Italian,0,10,24,No,No
Female,18-24,Italy,ISCED_5_6,Center,Yes,Vocational,Medium,Urban,Italian,0,10,23,No,No
Male,18-24,Italy,ISCED_3_4,North,Yes,Technical,Low,Urban,Italian,0,13,24,No,No
Male,18-24,Italy,ISCED_5_6,South,Yes,General,Medium,Urban,Italian,0,11,19,No,Yes
Female,18-24,Italy,ISCED_3_4,North,Yes,Technical,Medium,Rural,Italian,0,16,24,No,No
Male,18-24,Italy,ISCED_5_6,South,Yes,General,Low,Urban,Italian,0,6,21,Yes,No
Male,18-24,Italy,ISCED_5_6,North,Yes,Technical,Medium,Rural,Italian,0,9,19,No,No
Female,18-24,Italy,ISCED_3_4,North,Yes,Technical,High,Urban,Other,1,16,20,No,No
Female,14-17,Italy,ISCED_3_4,North,Yes,Vocational,High,Rural,Italian,1,9,16,No,Yes
Female,18-24,Italy,ISCED_5_6,North,Yes,General,Medium,Urban,Italian,0,7,21,No,No
Female,14-17,Italy,ISCED_3_4,North,Yes,General,Medium,Urban,Italian,2,3,16,No,No
Female,18-24,Italy,ISCED_3_4,North,Yes,Technical,Low,Rural,Italian,0,3,22,No,No
Male,18-24,Other Non-EU,ISCED_0_2,Center,Yes,Technical,High,Urban,Italian,2,6,20,Yes,No
Male,18-24,Italy,ISCED_5_6,North,Yes,General,Low,Urban,Other,1,4,21,No,No
Male,18-24,Italy,ISCED_5_6,Center,Yes,Technical,High,Urban,Italian,1,15,18,Yes,No
Female,18-24,Italy,ISCED_0_2,North,No,Vocational,Medium,Urban,Italian,0,11,22,No,No
Female,18-24,China,ISCED_3_4,South,Yes,Vocational,Medium,Urban,Italian,0,9,20,Yes,No
Male,18-24,Italy,ISCED_3_4,South,Yes,Vocational,High,Urban,Italian,0,5,21,No,Yes
Male,14-17,Albania,ISCED_0_2,Center,No,Vocational,Low,Urban,Italian,1,13,17,Yes,No
Female,18-24,Other Non-EU,ISCED_5_6,North,Yes,Technical,Medium,Urban,Italian,0,8,18,Yes,No
Male,14-17,Italy,ISCED_0_2,North,Yes,Vocational,Medium,Rural,Italian,1,4,17,No,No
Female,18-24,Other Non-EU,ISCED_0_2,South,Yes,General,Low,Urban,Italian,0,10,18,Yes,No
Male,18-24,Italy,ISCED_3_4,North,No,General,Medium,Urban,Italian,1,11,22,No,No
Female,18-24,Italy,ISCED_5_6,North,No,General,Medium,Urban,Italian,0,6,23,No,No
Male,14-17,Italy,ISCED_0_2,North,Yes,Technical,Medium,Urban,Italian,0,11,16,No,Yes
Female,14-17,Italy,ISCED_3_4,North,Yes,General,Low,Urban,Italian,0,7,17,No,No
Female,18-24,Italy,ISCED_3_4,North,Yes,Vocational,High,Urban,Other,0,4,22,No,No
Female,14-17,Italy,ISCED_0_2,South,No,General,Low,Urban,Italian,0,5,16,No,Yes
Female,14-17,Other Non-EU,ISCED_0_2,North,No,General,Low,Urban,Italian,1,6,14,Yes,No
Female,14-17,Italy,ISCED_3_4,South,Yes,Technical,Low,Urban,Other,0,6,16,No,No
Female,18-24,Italy,ISCED_3_4,North,Yes,General,Low,Rural,Italian,0,9,18,No,No
Male,18-24,Romania,ISCED_5_6,North,Yes,General,Low,Urban,Italian,1,8,21,Yes,No
Female,18-24,Albania,ISCED_5_6,South,Yes,General,High,Urban,Italian,0,7,19,Yes,No
Female,14-17,China,ISCED_5_6,North,Yes,Technical,Medium,Rural,Italian,2,8,15,Yes,No
Male,18-24,Italy,ISCED_3_4,South,Yes,Technical,Low,Urban,Italian,2,10,23,No,Yes
Female,18-24,Other Non-EU,ISCED_5_6,Center,Yes,Vocational,Low,Rural,Italian,0,9,18,Yes,No
Female,18-24,Italy,ISCED_3_4,North,Yes,Technical,Medium,Urban,Italian,0,7,24,No,No
Female,14-17,Italy,ISCED_3_4,South,No,Technical,High,Rural,Italian,0,9,17,No,No
Male,14-17,Italy,ISCED_0_2,North,Yes,General,Low,Urban,Other,1,16,17,No,No
Male,14-17,Italy,ISCED_0_2,South,Yes,General,Low,Urban,Italian,0,5,14,No,No
Female,18-24,Italy,ISCED_3_4,North,Yes,Vocational,Low,Urban,Italian,0,7,23,No,No
